"species","longitude","latitude","eco_values","source","elevation_points","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","temp_January","temp_October","temp_November","temp_December","temp_February","temp_March","temp_April","temp_May","temp_June","temp_July","temp_August","temp_September","precip_January","precip_October","precip_November","precip_December","precip_February","precip_March","precip_April","precip_May","precip_June","precip_July","precip_August","precip_September","ID","MYD13Q1_NDVI_2020_153"
"Merops apiaster",6.5011487198,46.6484901383,103,"inat",533.105616789971,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605","-1.91587974130748","5.7594509915171","1.3841202110088","-0.740549060363689","-1.41587974130748","0.791332606837439","3.391332639217","7.77978657316026","10.7594510121818","12.9797865000578","12.7594510121818","9.51600176534363","88.2021346416336","104.158797613633","103.839981017634","96.7676442760006","85.652183690368","79.4776142096326","87.4344903656331","105","120.362153624","101.246693038367","101.362153624","106.796643989633",11,0.695813525390625
"Merops apiaster",6.5110926058,46.5722852378,103,"inat",447.917842481758,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605","-1.61688875826845","6.16568825798717","1.76568839753059","-0.416888735353818","-0.934311568338701","1.25174216257804","3.86568846929974","8.26568850390837","11.2517423520818","13.5517423817532","13.2517423520818","9.95174216134698","84.4825781562754","101.482578156275","99.4825781562754","92.4825781562754","82.337774608","77.308349620275","88.168887304","99.8551964517246","120.313690852275","100","99.029424987725","106.029424987725",12,0.672169287109375
"Merops apiaster",6.5126799278,46.5578077675,103,"inat",458.54606376774,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605","-1.54274982541434","6.20094320764193","1.75819357286664","-0.342749824594832","-0.899056581717499","1.25819357286664","3.90094348924577","8.35603431605923","11.3560343160592","13.6560345067941","13.2581936018151","10.0009433983768","84.4396555404396","101.01215738822","99.4396555404396","92.4302215926593","81.9905660522197","76.9905660522197","86.8644302522201","100.01215738822","120.43965554044","99.4396555404396","99.0121573882197","105.978408664",13,0.64031455078125
"Merops apiaster",6.5442450659,46.5606373336,103,"inat",450.19411896476,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605","-1.44049689684383","6.32235216621835","1.85950305547246","-0.258588802535871","-0.840496895145744","1.36376317031864","4.02661208525122","8.45950293448607","11.4595029344861","13.7595029120557","13.4595029344861","10.1447043324367","83.733878893695","101.628489078305","99.4049691103047","91.4049691103047","81.4049691103047","77.6284890783048","86.5858879399999","99.8190811703048","120.809407908","101.543286801695","99.9573988616951","105.776480032",14,0.752831591796875
"Merops apiaster",6.5612793121,46.5314617694,113,"inat",415.277421273001,"Cool Temperate","Moist","Settlement","Mountains","Cool Temperate Moist",61,67,0,"Cool Temperate Moist Settlement on Mountains","#3D4300","-0.927541215524504","6.77649317821866","2.37245882316936","0.248951853463839","-0.327541243079364","1.77649305188982","4.40000009536743","8.87649283019355","11.8999996185303","14.2764931782187","13.9764929874838","10.6724587340573","81.9596569004439","100.235069228444","97.9596569004439","88.9596569004439","79.853517452","74.5104815564443","86.3815517764441","100.235069228444","121.813174352444","100.194726128888","99.2350692284441","104.959656900444",15,0.603604638671875
"Merops apiaster",6.6426104008,46.617106557,97,"inat",667.084874126279,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-2.70604611654581","5.19395379137487","0.745149491415088","-1.60604615088333","-2.20604611654581","0.066528613503794","2.61124991462505","7.01124991778364","9.9939538513359","12.2112500422403","12.0939540289183","8.89395373141385","92.0604612559997","104.786208637124","107.44721316","102.507674415999","90.7214657788756","81.7862086371237","90.7862086371237","105.613248096","125.274252618876","107.613248096","109.274252618876","107.338995477124",16,0.765121826171875
"Merops apiaster",7.0696987324,46.3626884973,97,"inat",1146.67531221353,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-5.60647784037468","2.89352216035958","-1.9045239097403","-4.48864676722732","-5.32430928273733","-2.83109497923568","0.149119823682673","4.26664316125274","7.2510739689667","9.368904701502","9.37312066248389","6.57538283978926","106.751892852042","106.20093142334","117.310950086681","125.599280497362","114.754972568702","89.3304900460213","89.2266308160008","104.113532436","128.669509953979","113.536437558639","112.734289265319","94.8021482933198",17,0.805162255859375
"Merops apiaster",7.0813971928,46.1772204864,107,"inat",2296.07217792762,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300","-7.19291304008352","0.827602132351331","-3.6518825409996","-5.89291319855409","-7.47239788751962","-7.04422260735762","-5.36132541958373","-0.44422247254616","3.15236534886081","6.0899837031175","7.25095644168597","4.22760221920426","173.265461032745","156.518825961569","188.67576633353","187.094429886353","171.923398739961","163.40810319753","158.068450440745","153.609725428784","133.971611018393","117.251162825569","123.752367593569","117.689857107961",18,0.533771337890625
"Merops apiaster",7.1877123067,46.9204561506,102,"inat",556.401168219828,"Cool Temperate","Moist","Cropland","Tablelands","Cool Temperate Moist",99,97,160,"Cool Temperate Moist Cropland on Tablelands","#6361A0","-2.90441097103403","5.00254767797034","0.702547669086485","-1.79745227434594","-2.19745236363923","0.305095372417221","2.80266294917763","7.10266289596963","10.1981366447499","12.3026631699236","12.0025476901186","8.80254785655692","61.949046392","80.9733700667317","78.974523196","70.9478932627317","59.9733700667317","63.974523196","73.9988468707317","97.974523196","105.044108798731","94.9756763252683","99.974523196","83.9988468707317",19,0.783752734375
"Merops apiaster",7.4140385848,46.3109822293,97,"inat",1675.95731992035,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-5.44186634644266","2.37634671331763","-2.24186646576917","-4.26032950176339","-5.71692779519815","-4.19204837235502","-1.81869589740274","2.84462786668509","5.77800079333449","8.42647416939186","8.7531214698843","5.88643489348895","110.331186444544","102.055586646342","111.652105664036","122.513318928543","118.512725450814","92.5518176840367","87.1716517806474","92.938210775494","96.9535630817635","84.4688310731868","88.5868004217637","74.6711426177643",20,0.748447021484375
"Merops apiaster",7.4441748083,46.7048183129,107,"inat",1809.2265327352,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300","-6.17924709455849","1.62230910815417","-2.78551064653851","-4.90385670272925","-6.59603685213234","-5.47102127109753","-3.35538186806934","1.23679846525527","4.22897853816761","7.01333920435097","7.62230904629277","4.82230921504815","124.882171387272","116.683148383272","131.788410728363","139.960368935273","128.855106590181","108.694650069454","113.526753287271","120.42149094218","122.859168014908","111.843604903999","112.027064797091","95.7342811341819",21,0.740354443359375
"Merops apiaster",7.5997635271,46.3867821348,5,"inat",2857.19422721664,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A","-10.7053544035141","-2.20941712582034","-6.71396875599495","-9.21396877536761","-11.0581919667094","-10.4373894757496","-8.68210168304055","-3.97348732017382","-0.685675498949223","2.54587068409731","3.58603117578305","0.886031252151792","97.1417859752473","87.1856230401517","103.982485888078","98.3792024184922","93.3091846600771","101.745069444833","95.9873748512489","91.5514900664927","86.7352915184916","81.6246463296617","84.1368970120765","76.6701627232472",22,-0.0143956253051758
"Merops apiaster",7.6034665956,46.3564466984,96,"inat",1563.16455890864,"Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300","-6.25793627316788","1.86102314591803","-2.73667826012457","-4.93287436131485","-6.36633715305323","-4.44330947793724","-1.74725398569075","2.87335155094011","5.39625543355795","7.88339829440122","8.00630258760707","5.22756052941986","85.2507894061735","89.5296818918435","90.3400866118432","95.1897659313388","92.8537318193389","75.8183390683478","78.3400866118433","85.7587224226781","89.1897659313388","75.0447339285042","80.1057574033389","65.0270375530086",23,0.78869951171875
"Merops apiaster",7.606023467,46.2362919402,97,"inat",2245.64757762067,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-7.60602080879463","0.297209229157535","-4.20279073300539","-6.30602077803015","-8.00602101040903","-7.14064214221325","-5.35621181567688","-0.456211928424322","2.97385449305588","5.96714264139508","6.71626080472046","3.79720927785407","108.482217032345","112.235423600518","120.850000248345","115.213853140432","106.326519304345","105.815182948432","105.105117300432","105.804452396432","96.2809714524315","83.8848175482591","92.6943025203453","84.5493353443453",24,0.565816259765625
"Merops apiaster",7.6342401411,46.388148395,97,"inat",1640.87394652161,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-7.3324871304489","0.942705741424617","-3.58558813257957","-5.932487325388","-7.50114969310639","-5.45865868157642","-2.70229923257938","1.65711755768307","4.24438529536768","6.67246463021208","6.80663119310671","4.09885021152618","85.1029458679972","92.7117627999972","92.2868515374414","94.1029458679972","91.0746549985528","82.2564145999963","81.772775530551","87.2585606679969","88.6361014679979","75.6056645305529","81.2922888625528","67.0251384679973",25,0.790908056640625
"Merops apiaster",7.6344492733,47.4079215346,97,"inat",803.643349643363,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-3.16781875443196","4.33218128927699","-0.00264696578841024","-2.20264689485448","-3.00264696322462","-0.753970447992365","1.52953424918083","5.98085774326929","8.88085775998096","11.1973533228777","10.9321811064916","7.9973532688831","102.181711388096","109.869610670979","118.833429651724","123.061033420841","102.547798592096","94.2178924073517","105.704657578607","127.191422749862","138.173617282234","123.191422749862","114.905791690235","101.990288638234",26,0.772849853515625
"Merops apiaster",7.6397984594,46.2249941721,18,"inat",2512.98848756249,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784","-9.52915196247222","-1.18779906294338","-5.63772911641849","-8.10157055302621","-9.865310889017","-9.07908221814029","-7.27908202740543","-2.47908216129796","1.02091789824631","4.23468942678525","5.31220099653191","2.31220096369817","103.846580143033","103.29673436455","115.57115079655","106.57115079655","99.3472794910333","104.759796377791","103.347279491033","103.708865469791","91.2095648177915","82.398210399033","90.6230946190332","82.1223952710331",27,0.165975354003906
"Merops apiaster",7.6485955673,47.5354158397,172,"inat",275.342918266026,"Warm Temperate","Moist","Settlement","Mountains","Warm Temperate Moist",105,89,18,"Warm Temperate Moist Settlement on Mountains","#695912","-1.1250099534047","6.77499017172957","2.40000009536743","0.174990079007544","-0.400000005960465","2.20000004768372","4.59999990463257","8.77499017172957","11.8749898380382","13.9917099771196","13.7749901717296","10.5","53.331468076","66.4986673994341","68.331468076","67.5815673120001","56.331468076","50.331468076","66.414367988566","86.3329991485661","92.5001984720002","89.2500992360001","80.2500992360001","71.082899912566",28,0.6300724609375
"Merops apiaster",7.6516202011,46.3318792661,107,"inat",1517.46206009668,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300","-4.76511377802074","2.78605453680462","-1.8119518437344","-3.73256261586393","-4.92389221866112","-3.25880135694595","-0.813956843645526","4.00864759402401","6.81064101374376","9.46579671468046","9.50034164605851","6.50034149084232","78.1139225946808","83.9874616595189","82.7685884131876","86.4194984626808","84.3163879170096","70.0073977235194","63.6421274780257","76.868057004353","81.9546458115139","68.2801577435144","75.2801577435144","60.9710537355164",29,0.63890302734375
"Merops apiaster",7.6631165726,46.3280152223,97,"inat",1515.70206972358,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-4.687204815695","2.80207559147331","-1.82453676806564","-3.67980614182374","-4.90536526744748","-3.20966630937067","-0.748020369503672","4.09135612836515","6.89033361290218","9.54990375954614","9.53506417568218","6.52868798245555","73.7980612302759","82.4579491365523","79.7342957845514","81.926011288","80.9464578205509","67.2555912005533","58.7980612302759","74.4684813177226","79.7655834131674","65.9139800034425","72.8395721251675","59.4787045839981",30,0.743067578125
"Merops apiaster",7.6795197291,46.2937264637,97,"inat",695.886474618445,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-4.95486037301697","3.93870202066981","-1.00649624805849","-3.8537891327697","-4.20869717697926","-0.967794076211858","2.1058522501058","6.35641730515297","9.131135084399","11.1859366374415","10.9122901664151","7.96178383191863","62.8127238741251","72.8330824082428","74.2749405604834","69.8443798322448","69.086492654365","57.5265931362404","57.0102328903592","76.2523457124795","88.7789388487199","78.9780982887185","84.0311773145987","61.3054247383596",31,0.83288330078125
"Merops apiaster",7.693496686,46.3454435907,103,"inat",2209.25151398001,"Cool Temperate","Moist","Cropland","Mountains","Cool Temperate Moist",33,102,5,"Cool Temperate Moist Cropland on Mountains","#216605","-7.16759614115992","0.523050153842065","-3.97826108554988","-5.87358427377759","-7.43619060057026","-6.63336378921659","-4.76325338829095","0.304029801503542","3.43859637415679","6.50120272325072","7.03109273498279","4.02772705195885","98.9822848007604","109.599318138649","113.849404713895","106.563621373516","98.7301566247593","99.6551180047607","102.236454577516","105.844019053516","97.6255460418929","85.9506712371376","93.0105543047593","82.9843264015154",32,0.489831298828125
"Merops apiaster",7.6988661673,46.3718806384,18,"inat",2531.87859091475,"Polar","Moist","Grassland","Mountains","Polar Moist",191,167,132,"Polar Moist Grassland on Mountains","#BFA784","-9.96882402160851","-1.75625630791932","-6.06424997984425","-8.46882402160851","-10.3132116442834","-9.48941981829491","-7.73380728639895","-2.98276921014563","0.266192521529335","3.47879451442694","4.41860847846652","1.62318226054827","98.3571563341331","97.9663513231989","109.059721644399","101.059721644399","94.311417579866","101.199173439333","97.7418630421323","98.4901671066655","91.993216258133","88.0392977318661","90.7210964101331","82.1192355855994",33,0.0577216918945313
"Merops apiaster",7.7016765349,46.3299903909,97,"inat",1688.96857535708,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-5.18975823982663","2.22012639452586","-2.36998890119691","-4.07987362077128","-5.38975835039291","-4.00634652143304","-1.64986249840867","3.26695319641328","6.09365344740059","8.87661046589691","9.01024190378918","5.84705429515841","73.0371827313828","88.5304372526155","82.1632915704614","80.0667197504606","78.5327123406148","73.4690881264606","67.1882784135405","77.8962878655386","78.1941236587701","63.7008691375375","72.6020222295373","61.4315903446153",34,0.77533505859375
"Merops apiaster",7.701677,46.32999,97,"gbif",1688.95467932123,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-5.1897086999396","2.22017124359428","-2.36994874291209","-4.07982877169282","-5.38970881054555","-4.00628106187771","-1.6497774910587","3.26703077528679","6.09371890694728","8.87667486273686","9.01029144370282","5.84709551616115","73.036260096008","88.5296525600072","82.1622175840097","80.0657775840081","78.532012560006","73.4682575840082","67.1870150720122","77.8953350720086","78.1934875360059","63.7000950720067","72.6012950720063","61.4308525600068",35,0.77533505859375
"Merops apiaster",7.702286737,46.2787310059,97,"inat",1168.93890255597,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-5.67597542949125","2.85111914184558","-1.92109374895865","-4.4655196505458","-5.575488636643","-2.95716003664423","0.0699345755126809","4.44283982030463","7.11741173542712","9.37298613892983","9.29790375629829","6.49672420928936","67.422256081265","77.6262690254182","74.9777625044549","75.4627416062273","74.1612832201508","58.0182480294172","57.3886484175693","74.1276755564551","83.9403253223773","72.3440980934143","78.674248237415","59.2487085324545",36,0.8205
"Merops apiaster",7.7078850049,46.3203979929,107,"inat",1117.30861819541,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300","-4.68722066116426","3.29452991581064","-1.41591823878265","-3.58955174419669","-4.40836321197082","-2.06657047763641","0.691390824447981","5.27571861445798","8.07804979285785","10.465270502449","10.2600466102856","7.20730894711091","70.0547007908788","80.6343140359991","77.7677266931194","78.0313908919988","78.4832125342387","63.6657489233593","60.46951048688","78.0025039342401","89.97919403536","78.1592264902405","84.0836757393603","62.47513154112",37,0.760521875
"Merops apiaster",7.7198311128,46.2396129667,97,"inat",2067.54252531971,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-8.66928302298819","-0.172332379723896","-4.6753818812477","-7.07233223072465","-8.8603056801649","-7.40740249211351","-4.98160209270936","-0.293628831331229","2.69259741251906","5.55651754574747","6.1396942562777","3.21738802472656","91.4247280918371","103.194292367891","104.27396734381","97.7985505598376","89.9362882318643","89.6782840958376","94.9481103678632","101.669709151863","90.4653195799183","78.3275819078915","87.4478483718916","77.163798083864",38,0.107041748046875
"Merops apiaster",7.7362737977,46.3019872996,97,"inat",745.18271155325,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-4.75691430849171","3.85319027937453","-0.935371640631924","-3.63076202400001","-4.01382891775419","-0.970743273929611","2.01397055560235","6.32925685445306","9.12925704518792","11.2592571688964","10.985409446026","7.93771467159399","64.4604817786997","75.1989577306997","75.9374336826997","70.8306683360002","70.7604875933993","57.5154336706995","60.4384701373004","80.2154278559999","91.1067653466995","81.5837172506994","86.8452412986994","63.4769519039999",39,0.7518265625
"Merops apiaster",7.742931,46.295784,97,"gbif",1169.31912968279,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-5.20470926513992","2.9627582107105","-1.73664979577376","-4.06949557486668","-5.03783378964483","-2.5723218314951","0.326108374072338","4.7278843014647","7.52767831014461","9.79462605740299","9.59581024700879","6.69581015262451","68.3261309119985","78.3714290944016","77.680065459199","75.318149094398","75.3104327295975","55.3575272768007","57.0283454591991","76.0067272767976","86.3037890943942","73.9903054591936","80.6538654591944","60.0185672767984",40,0.836055078125
"Merops apiaster",7.7429312328,46.2957839387,97,"inat",1169.32429471254,"Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000","-5.20471516663297","2.96274403595194","-1.73666323493606","-4.06950377399251","-5.03784870000386","-2.5723474782601","0.326080760144409","4.7278588943344","7.52765266337785","9.79460541103383","9.59579107183822","6.69579097745508","68.3260762821933","78.3714309162351","77.6799904163104","75.3180847122317","75.3103584281534","55.3575119902731","57.0282424803104","76.0065972702701","86.303567344228","73.9900156883052","80.653618336306","60.0184519822709",41,0.836055078125
"Merops apiaster",7.7438121096,46.2362933423,5,"inat",2915.07975997147,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A","-10.9992386662063","-2.59923858205666","-7.08475864563813","-9.49923866620626","-11.4199811344934","-10.9055011868571","-9.28750954794974","-4.59847725948075","-0.981246697209053","2.58353074733986","3.70076137025963","0.800761367854673","70.1325193328769","60.6020366274852","73.4923582260956","66.3475593020961","65.3750661808769","72.2421977342665","68.2146908554857","66.3124387794862","60.6474256368769","58.0622782876572","64.097398810267","56.9877204088774",42,0.0294024536132813
"Merops apiaster",7.7495805846,46.3545716976,107,"inat",1581.55737411268,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300","-6.11706789809519","1.72973937866519","-2.81741316222801","-4.91002190040842","-6.23452492026848","-4.26521218574388","-1.58315859171726","3.07707992771844","5.67756920020349","8.29988681378263","8.31044204162605","5.3148131755916","69.8902820420613","89.5616870617489","80.9909417380612","78.3399521940613","75.1857963511866","72.0648533606237","75.9423380260608","85.640358938061","88.2109720806239","74.2377201540613","80.3116317766239","65.762874272624",43,0.796068798828125
"Merops apiaster",7.7547194851,46.2121375519,5,"inat",2908.43879478993,"Polar","Moist","Sparsely or Non vegetated","Mountains","Polar Moist",156,150,138,"Polar Moist Sparsely or Non vegetated on Mountains","#9C968A","-11.2691845153404","-2.87581826579113","-7.37581826510322","-9.86283872962956","-11.7628392603553","-11.2631277913627","-9.67382211918309","-5.05649370975051","-1.36283904480199","2.2308156824517","3.33487645531494","0.434876495959205","62.4115276237302","53.538433449595","64.5413187486626","57.538433449595","57.4521360966624","65.6283062926623","60.6511507326625","59.6453801345273","54.5155890095948","54.3451894117302","58.4521360966624","51.4321769557299",44,0.0141706848144531
"Merops apiaster",7.759872706,46.3093001365,107,"inat",622.066889421235,"Cool Temperate","Moist","Grassland","Mountains","Cool Temperate Moist",26,83,0,"Cool Temperate Moist Grassland on Mountains","#1A5300","-4.36569933667058","4.25018840947232","-0.630390175671814","-3.35359344075446","-3.50718692537404","-0.471877572855533","2.5281224868103","6.82812228977705","9.69659521371366","11.8087009272387","11.4928132214957","8.3733916605853","62.3417197433114","75.1519508600003","74.5359344800005","68.9199181000006","68.5359344800005","60.4218016433109","63.3007410999999","83.4218016433109","93.4526919600003","84.0687083400001","90.1897688833111","64.805785263311",45,0.483477490234375
